                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    787,                0.56897,                0.40559,                 1.0312,                0.99711,                      1,                  0.995,                0.92648,                  0.354,                0.27593,                0.89043,             0.00044372,             0.00044372,             0.00044372
                    788,                0.60211,                0.41802,                 1.0388,                0.99729,                      1,                  0.995,                0.92707,                0.35088,                0.27478,                 0.8898,             0.00044174,             0.00044174,             0.00044174
                    789,                0.56417,                0.38572,                 1.0031,                0.99729,                      1,                  0.995,                0.92707,                0.35088,                0.27478,                 0.8898,             0.00043976,             0.00043976,             0.00043976
                    790,                 0.5874,                0.41677,                 1.0444,                0.99763,                      1,                  0.995,                0.92588,                0.34681,                0.27973,                0.88689,             0.00043778,             0.00043778,             0.00043778
                    791,                 0.5092,                0.38375,                 1.0256,                0.99794,                      1,                  0.995,                0.92191,                0.35719,                0.29019,                0.88875,              0.0004358,              0.0004358,              0.0004358
                    792,                0.54768,                0.41051,                 1.0013,                0.99839,                      1,                  0.995,                0.91444,                0.38194,                0.29368,                0.89507,             0.00043382,             0.00043382,             0.00043382
                    793,                0.56975,                0.40219,                 1.0121,                0.99839,                      1,                  0.995,                0.91444,                0.38194,                0.29368,                0.89507,             0.00043184,             0.00043184,             0.00043184
                    794,                0.63071,                0.42419,                 1.1071,                0.99901,                      1,                  0.995,                0.90781,                0.39254,                0.29191,                0.89786,             0.00042986,             0.00042986,             0.00042986
                    795,                0.57261,                0.41303,                 1.0211,                0.99951,                      1,                  0.995,                0.91391,                0.37769,                0.29094,                0.89234,             0.00042788,             0.00042788,             0.00042788
                    796,                0.54787,                0.37891,                 1.0415,                      1,                      1,                  0.995,                0.91334,                0.37091,                0.28814,                0.88993,              0.0004259,              0.0004259,              0.0004259
                    797,                0.61476,                0.41941,                 1.0352,                      1,                      1,                  0.995,                0.91334,                0.37091,                0.28814,                0.88993,             0.00042392,             0.00042392,             0.00042392
                    798,                0.60455,                0.38994,                0.96693,                      1,                 0.9996,                  0.995,                0.91758,                0.37087,                0.29685,                0.88957,             0.00042194,             0.00042194,             0.00042194
                    799,                0.60916,                0.43317,                  1.017,                      1,                0.99932,                  0.995,                0.91791,                0.37298,                0.29298,                0.89308,             0.00041996,             0.00041996,             0.00041996
                    800,                0.56327,                0.40283,                  1.029,                      1,                  0.999,                  0.995,                0.91761,                0.37434,                0.29534,                0.89474,             0.00041798,             0.00041798,             0.00041798
                    801,                0.59509,                0.43177,                 1.0005,                      1,                  0.999,                  0.995,                0.91761,                0.37434,                0.29534,                0.89474,               0.000416,               0.000416,               0.000416
                    802,                0.57184,                0.43672,                 1.0221,                      1,                 0.9993,                  0.995,                0.91235,                0.37465,                0.29303,                0.89559,             0.00041402,             0.00041402,             0.00041402
                    803,                0.55603,                0.40475,                 1.0324,                      1,                0.99988,                  0.995,                0.90918,                0.37465,                0.29384,                0.89461,             0.00041204,             0.00041204,             0.00041204
                    804,                0.54689,                0.40129,                 1.0339,                0.99982,                      1,                  0.995,                0.90917,                0.38672,                0.29206,                0.89991,             0.00041006,             0.00041006,             0.00041006
                    805,                0.49114,                0.37004,                0.94634,                0.99982,                      1,                  0.995,                0.90917,                0.38672,                0.29206,                0.89991,             0.00040808,             0.00040808,             0.00040808
                    806,                0.51729,                0.37724,                 1.0107,                0.99931,                      1,                  0.995,                0.90546,                0.39559,                0.28901,                  0.906,              0.0004061,              0.0004061,              0.0004061
                    807,                0.58243,                0.40823,                 1.0478,                0.99867,                      1,                  0.995,                0.90554,                0.38427,                 0.2866,                 0.9014,             0.00040412,             0.00040412,             0.00040412
                    808,                0.53077,                0.38814,                 1.0132,                0.99829,                      1,                  0.995,                0.90368,                 0.3733,                 0.2882,                0.89853,             0.00040214,             0.00040214,             0.00040214
                    809,                    0.6,                0.39848,                 1.0531,                0.99829,                      1,                  0.995,                0.90368,                 0.3733,                 0.2882,                0.89853,             0.00040016,             0.00040016,             0.00040016
                    810,                0.51326,                0.38968,                 1.0384,                0.99809,                      1,                  0.995,                0.89896,                0.37398,                0.29074,                0.89886,             0.00039818,             0.00039818,             0.00039818
                    811,                0.60592,                 0.4304,                 1.0495,                0.99726,                      1,                  0.995,                0.90972,                0.37019,                0.28551,                 0.8995,              0.0003962,              0.0003962,              0.0003962
                    812,                0.51831,                0.38245,                 1.0414,                0.99618,                      1,                  0.995,                0.91348,                0.36554,                0.28103,                0.89944,             0.00039422,             0.00039422,             0.00039422
                    813,                0.53313,                0.39303,                0.97617,                0.99618,                      1,                  0.995,                0.91348,                0.36554,                0.28103,                0.89944,             0.00039224,             0.00039224,             0.00039224
                    814,                0.59247,                0.39716,                 1.0122,                0.99598,                      1,                  0.995,                0.91526,                0.35603,                0.28054,                0.89611,             0.00039026,             0.00039026,             0.00039026
                    815,                0.61094,                0.43584,                 1.0261,                 0.9967,                      1,                  0.995,                0.92293,                0.34719,                0.28177,                 0.8924,             0.00038828,             0.00038828,             0.00038828
                    816,                0.63475,                0.45133,                 1.0564,                0.99716,                      1,                  0.995,                0.92324,                0.34411,                0.27964,                0.88918,              0.0003863,              0.0003863,              0.0003863
                    817,                0.57326,                0.41032,                 1.0469,                0.99716,                      1,                  0.995,                0.92324,                0.34411,                0.27964,                0.88918,             0.00038432,             0.00038432,             0.00038432
                    818,                0.58517,                0.40377,                 1.0503,                0.99743,                      1,                  0.995,                0.91523,                0.34281,                0.27879,                0.88475,             0.00038234,             0.00038234,             0.00038234
                    819,                0.50035,                0.37002,                 1.0423,                0.99718,                      1,                  0.995,                0.91508,                 0.3421,                 0.2817,                0.88311,             0.00038036,             0.00038036,             0.00038036
                    820,                0.57404,                0.43808,                 1.0636,                0.99683,                      1,                  0.995,                 0.9145,                0.34808,                0.28356,                 0.8854,             0.00037838,             0.00037838,             0.00037838
                    821,                 0.6074,                 0.4145,                 1.0174,                0.99683,                      1,                  0.995,                 0.9145,                0.34808,                0.28356,                 0.8854,              0.0003764,              0.0003764,              0.0003764
                    822,                0.52805,                0.38358,                 1.0292,                0.99615,                      1,                  0.995,                0.91743,                 0.3484,                0.28432,                 0.8866,             0.00037442,             0.00037442,             0.00037442
                    823,                0.59344,                0.41524,                 1.0052,                0.99611,                      1,                  0.995,                0.91589,                0.34689,                0.29081,                  0.887,             0.00037244,             0.00037244,             0.00037244
                    824,                0.58558,                0.41046,                 1.0289,                0.99926,                      1,                  0.995,                0.92064,                0.34518,                0.29011,                0.88719,             0.00037046,             0.00037046,             0.00037046
                    825,                0.54199,                0.41889,                 1.0115,                0.99926,                      1,                  0.995,                0.92064,                0.34518,                0.29011,                0.88719,             0.00036848,             0.00036848,             0.00036848
                    826,                0.60444,                0.48241,                 1.0641,                      1,                0.99638,                  0.995,                0.92178,                0.34576,                0.28739,                0.88673,              0.0003665,              0.0003665,              0.0003665
                    827,                  0.536,                0.39584,                 1.0221,                      1,                0.99658,                  0.995,                 0.9222,                0.33962,                0.27496,                0.88474,             0.00036452,             0.00036452,             0.00036452
                    828,                0.58512,                0.40757,                 1.0365,                0.99672,                      1,                  0.995,                0.92912,                0.32173,                0.26845,                0.88174,             0.00036254,             0.00036254,             0.00036254
                    829,                0.55324,                0.41548,                 1.0546,                0.99672,                      1,                  0.995,                0.92912,                0.32173,                0.26845,                0.88174,             0.00036056,             0.00036056,             0.00036056
                    830,                0.51797,                0.38727,                 1.0287,                0.99451,                      1,                  0.995,                0.93715,                0.31669,                0.26682,                0.88158,             0.00035858,             0.00035858,             0.00035858
                    831,                 0.5686,                0.39064,                 1.0168,                0.99687,                      1,                  0.995,                0.93142,                 0.3276,                0.27021,                 0.8847,              0.0003566,              0.0003566,              0.0003566
                    832,                0.50571,                0.36458,                  1.015,                0.99842,                      1,                  0.995,                0.92335,                0.34187,                0.27781,                0.88709,             0.00035462,             0.00035462,             0.00035462
                    833,                0.54931,                0.39953,                  1.015,                0.99842,                      1,                  0.995,                0.92335,                0.34187,                0.27781,                0.88709,             0.00035264,             0.00035264,             0.00035264
                    834,                0.50077,                0.37417,                0.97288,                0.99941,                      1,                  0.995,                0.92131,                0.35468,                0.28435,                0.88881,             0.00035066,             0.00035066,             0.00035066
                    835,                0.55922,                0.39883,                 1.0308,                      1,                 0.9999,                  0.995,                 0.9166,                0.36367,                0.28789,                 0.8901,             0.00034868,             0.00034868,             0.00034868
                    836,                0.57116,                0.41414,                0.99151,                      1,                0.99952,                  0.995,                0.91797,                0.35692,                0.28468,                0.88965,              0.0003467,              0.0003467,              0.0003467
                    837,                0.50211,                0.37674,                 1.0084,                      1,                0.99952,                  0.995,                0.91797,                0.35692,                0.28468,                0.88965,             0.00034472,             0.00034472,             0.00034472
                    838,                0.52846,                0.39905,                  1.029,                      1,                 0.9993,                  0.995,                0.92242,                0.33735,                0.28019,                0.88563,             0.00034274,             0.00034274,             0.00034274
                    839,                0.59895,                0.41978,                 1.0336,                      1,                0.99925,                  0.995,                0.92865,                0.32854,                0.28021,                0.88322,             0.00034076,             0.00034076,             0.00034076
                    840,                 0.5168,                0.38465,                 1.0628,                      1,                0.99902,                  0.995,                0.92318,                  0.333,                0.27882,                0.88268,             0.00033878,             0.00033878,             0.00033878
                    841,                0.52334,                0.37552,                 1.0472,                      1,                0.99902,                  0.995,                0.92318,                  0.333,                0.27882,                0.88268,              0.0003368,              0.0003368,              0.0003368
                    842,                 0.5615,                0.40232,                 1.0297,                      1,                0.99864,                  0.995,                0.92512,                0.33465,                 0.2729,                0.88023,             0.00033482,             0.00033482,             0.00033482
                    843,                0.53578,                0.40398,                0.96858,                      1,                0.99834,                  0.995,                 0.9285,                0.32519,                0.27114,                0.87698,             0.00033284,             0.00033284,             0.00033284
                    844,                0.52005,                0.38216,                      1,                      1,                0.99958,                  0.995,                0.93046,                0.32156,                0.27327,                0.87532,             0.00033086,             0.00033086,             0.00033086
                    845,                0.53012,                0.39827,                 0.9932,                      1,                0.99958,                  0.995,                0.93046,                0.32156,                0.27327,                0.87532,             0.00032888,             0.00032888,             0.00032888
                    846,                0.57227,                0.40578,                 1.0575,                 0.9995,                      1,                  0.995,                0.92179,                0.33519,                0.27275,                0.87668,              0.0003269,              0.0003269,              0.0003269
                    847,                0.53111,                0.37423,                  1.015,                0.99981,                      1,                  0.995,                0.91361,                0.34869,                0.27945,                0.87885,             0.00032492,             0.00032492,             0.00032492
                    848,                0.54737,                0.37599,                 1.0034,                 0.9999,                      1,                  0.995,                0.91704,                0.34707,                0.27746,                 0.8782,             0.00032294,             0.00032294,             0.00032294
                    849,                0.54531,                0.40108,                 1.0167,                 0.9999,                      1,                  0.995,                0.91704,                0.34707,                0.27746,                 0.8782,             0.00032096,             0.00032096,             0.00032096
                    850,                0.55905,                 0.3861,                0.96741,                0.99919,                      1,                  0.995,                 0.9312,                0.33182,                0.27227,                0.87717,             0.00031898,             0.00031898,             0.00031898
                    851,                0.51505,                0.38786,                  1.004,                 0.9997,                      1,                  0.995,                0.93523,                0.32267,                0.26784,                0.87704,               0.000317,               0.000317,               0.000317
                    852,                0.48566,                0.38904,                 1.0281,                      1,                0.99951,                  0.995,                0.94132,                0.32549,                0.26357,                0.87992,             0.00031502,             0.00031502,             0.00031502
                    853,                0.49869,                0.38116,                 1.0399,                      1,                0.99951,                  0.995,                0.94132,                0.32549,                0.26357,                0.87992,             0.00031304,             0.00031304,             0.00031304
                    854,                0.49144,                0.36472,                0.99279,                      1,                0.99881,                  0.995,                0.93771,                0.33357,                 0.2679,                0.88218,             0.00031106,             0.00031106,             0.00031106
                    855,                0.54816,                0.38632,                 1.0205,                      1,                0.99838,                  0.995,                0.93249,                0.34192,                0.27105,                0.88331,             0.00030908,             0.00030908,             0.00030908
                    856,                0.56014,                0.38451,                 1.0356,                      1,                 0.9976,                  0.995,                0.92913,                0.34644,                0.27073,                0.88225,              0.0003071,              0.0003071,              0.0003071
                    857,                0.52683,                0.38679,                 1.0411,                      1,                 0.9976,                  0.995,                0.92913,                0.34644,                0.27073,                0.88225,             0.00030512,             0.00030512,             0.00030512
                    858,                0.53084,                0.37445,                 1.0122,                      1,                 0.9967,                  0.995,                0.93441,                0.34512,                0.27357,                0.88016,             0.00030314,             0.00030314,             0.00030314
                    859,                0.55133,                0.38934,                 1.0377,                      1,                0.99661,                  0.995,                0.93693,                0.33792,                0.27806,                0.87744,             0.00030116,             0.00030116,             0.00030116
                    860,                  0.537,                0.39546,                 1.0106,                      1,                0.99751,                  0.995,                0.93209,                0.33647,                0.27925,                0.87641,             0.00029918,             0.00029918,             0.00029918
                    861,                0.58688,                0.39533,                 1.0572,                      1,                0.99751,                  0.995,                0.93209,                0.33647,                0.27925,                0.87641,              0.0002972,              0.0002972,              0.0002972
                    862,                0.49796,                0.36085,                 1.0231,                      1,                0.99827,                  0.995,                0.92258,                0.35051,                0.27783,                0.87847,             0.00029522,             0.00029522,             0.00029522
                    863,                0.54973,                0.36013,                  1.033,                      1,                0.99855,                  0.995,                0.91258,                0.36163,                  0.277,                0.88254,             0.00029324,             0.00029324,             0.00029324
                    864,                 0.5598,                0.37497,                 1.0117,                      1,                 0.9986,                  0.995,                0.91979,                0.36192,                0.27436,                0.88541,             0.00029126,             0.00029126,             0.00029126
                    865,                0.53394,                0.38369,                0.99601,                      1,                 0.9986,                  0.995,                0.91979,                0.36192,                0.27436,                0.88541,             0.00028928,             0.00028928,             0.00028928
                    866,                0.56407,                0.39253,                  1.022,                      1,                0.99849,                  0.995,                0.92037,                0.35093,                 0.2697,                0.88756,              0.0002873,              0.0002873,              0.0002873
                    867,                 0.5655,                 0.4052,                0.98829,                      1,                0.99819,                  0.995,                0.93316,                0.33478,                0.26579,                0.88831,             0.00028532,             0.00028532,             0.00028532
                    868,                0.57512,                 0.4277,                 1.0489,                      1,                0.99791,                  0.995,                0.92779,                0.33068,                0.26908,                0.88931,             0.00028334,             0.00028334,             0.00028334
                    869,                0.51214,                0.35249,                 1.0226,                      1,                0.99791,                  0.995,                0.92779,                0.33068,                0.26908,                0.88931,             0.00028136,             0.00028136,             0.00028136
                    870,                0.60196,                0.42168,                 1.0275,                      1,                0.99766,                  0.995,                 0.9329,                0.33243,                 0.2693,                0.89037,             0.00027938,             0.00027938,             0.00027938
                    871,                0.57609,                0.40835,                 1.0536,                      1,                0.99774,                  0.995,                0.93304,                0.33625,                0.27048,                0.88931,              0.0002774,              0.0002774,              0.0002774
                    872,                0.58613,                0.38703,                 1.0212,                      1,                0.99809,                  0.995,                0.92996,                0.33112,                0.27138,                0.88506,             0.00027542,             0.00027542,             0.00027542
                    873,                0.53496,                0.37536,                 1.0298,                      1,                0.99809,                  0.995,                0.92996,                0.33112,                0.27138,                0.88506,             0.00027344,             0.00027344,             0.00027344
                    874,                0.53323,                0.38476,                 1.0256,                      1,                0.99916,                  0.995,                0.93718,                0.32022,                0.26869,                0.88043,             0.00027146,             0.00027146,             0.00027146
                    875,                0.51333,                0.36995,                0.99271,                0.99934,                      1,                  0.995,                0.93563,                0.31558,                0.26421,                0.87628,             0.00026948,             0.00026948,             0.00026948
                    876,                0.53108,                0.40676,                 1.0204,                0.99876,                      1,                  0.995,                0.93056,                0.32326,                0.26827,                0.87516,              0.0002675,              0.0002675,              0.0002675
                    877,                0.52725,                0.38296,                 1.0478,                0.99876,                      1,                  0.995,                0.93056,                0.32326,                0.26827,                0.87516,             0.00026552,             0.00026552,             0.00026552
                    878,                 0.5294,                0.39351,                 1.0445,                 0.9991,                      1,                  0.995,                0.92377,                0.33749,                0.27336,                0.87603,             0.00026354,             0.00026354,             0.00026354
                    879,                0.53266,                0.37664,                  1.011,                0.99991,                      1,                  0.995,                0.91704,                0.34559,                0.27905,                0.87779,             0.00026156,             0.00026156,             0.00026156
                    880,                 0.5415,                0.36689,                 1.0134,                      1,                0.99941,                  0.995,                0.91026,                 0.3506,                0.28446,                0.87935,             0.00025958,             0.00025958,             0.00025958
                    881,                0.57412,                0.39907,                 1.0171,                      1,                0.99941,                  0.995,                0.91026,                 0.3506,                0.28446,                0.87935,              0.0002576,              0.0002576,              0.0002576
                    882,                0.62662,                0.42927,                 1.0119,                      1,                 0.9989,                  0.995,                0.91609,                0.35148,                0.28589,                0.88025,             0.00025562,             0.00025562,             0.00025562
                    883,                 0.5038,                0.36613,                 1.0031,                      1,                0.99855,                  0.995,                0.91932,                0.34466,                0.28405,                0.88223,             0.00025364,             0.00025364,             0.00025364
                    884,                0.56519,                0.38936,                  1.038,                      1,                0.99824,                  0.995,                0.92434,                0.33435,                0.27746,                0.88209,             0.00025166,             0.00025166,             0.00025166
                    885,                0.51312,                 0.3772,                0.98314,                      1,                0.99824,                  0.995,                0.92434,                0.33435,                0.27746,                0.88209,             0.00024968,             0.00024968,             0.00024968
                    886,                0.59148,                0.41703,                 1.0434,                      1,                0.99816,                  0.995,                0.92986,                0.32693,                0.27417,                0.88145,              0.0002477,              0.0002477,              0.0002477
                    887,                0.56859,                0.39542,                0.97997,                      1,                0.99814,                  0.995,                0.92704,                0.32837,                0.27121,                0.88011,             0.00024572,             0.00024572,             0.00024572
                    888,                0.52424,                0.38523,                 1.0005,                      1,                0.99815,                  0.995,                0.92602,                0.33424,                0.27228,                0.87968,             0.00024374,             0.00024374,             0.00024374
                    889,                0.56197,                0.38597,                  0.991,                      1,                0.99815,                  0.995,                0.92602,                0.33424,                0.27228,                0.87968,             0.00024176,             0.00024176,             0.00024176
                    890,                0.50899,                0.38284,                 1.0052,                      1,                0.99818,                  0.995,                0.92954,                 0.3333,                0.26967,                0.87926,             0.00023978,             0.00023978,             0.00023978
                    891,                0.50468,                 0.3777,                0.99076,                      1,                0.99849,                  0.995,                0.93324,                0.32551,                0.26624,                0.87795,              0.0002378,              0.0002378,              0.0002378
                    892,                0.56614,                0.41762,                 1.0479,                      1,                0.99908,                  0.995,                0.94105,                0.31977,                0.26625,                0.87645,             0.00023582,             0.00023582,             0.00023582
                    893,                0.50721,                0.35336,                 1.0199,                      1,                0.99908,                  0.995,                0.94105,                0.31977,                0.26625,                0.87645,             0.00023384,             0.00023384,             0.00023384
                    894,                0.50106,                  0.382,                0.98257,                0.99961,                      1,                  0.995,                0.93512,                0.31889,                0.26503,                0.87507,             0.00023186,             0.00023186,             0.00023186
                    895,                0.55039,                0.38472,                 1.0512,                0.99849,                      1,                  0.995,                0.92855,                0.32445,                0.26609,                0.87494,             0.00022988,             0.00022988,             0.00022988
                    896,                0.53112,                0.39104,                0.97243,                0.99772,                      1,                  0.995,                0.92432,                0.33542,                0.26898,                0.87496,              0.0002279,              0.0002279,              0.0002279
                    897,                0.54723,                0.40344,                 1.0154,                0.99772,                      1,                  0.995,                0.92432,                0.33542,                0.26898,                0.87496,             0.00022592,             0.00022592,             0.00022592
                    898,                0.53395,                0.40516,                 1.0518,                0.99738,                      1,                  0.995,                0.92016,                0.34678,                 0.2715,                0.87661,             0.00022394,             0.00022394,             0.00022394
                    899,                0.50549,                0.37446,                 1.0046,                0.99712,                      1,                  0.995,                0.91643,                 0.3473,                0.27121,                 0.8765,             0.00022196,             0.00022196,             0.00022196
                    900,                0.51875,                0.37023,                0.97705,                 0.9969,                      1,                  0.995,                0.92171,                0.33931,                0.26855,                 0.8761,             0.00021998,             0.00021998,             0.00021998
                    901,                 0.5252,                0.37294,                0.98605,                 0.9969,                      1,                  0.995,                0.92171,                0.33931,                0.26855,                 0.8761,               0.000218,               0.000218,               0.000218
                    902,                0.52929,                0.38524,                0.97214,                0.99694,                      1,                  0.995,                0.92389,                0.32674,                 0.2632,                0.87514,             0.00021602,             0.00021602,             0.00021602
                    903,                0.60294,                0.45676,                 1.0604,                0.99705,                      1,                  0.995,                0.92732,                0.31645,                0.26655,                0.87397,             0.00021404,             0.00021404,             0.00021404
                    904,                0.53006,                0.38792,                 1.0277,                 0.9971,                      1,                  0.995,                0.93082,                0.31175,                 0.2717,                0.87316,             0.00021206,             0.00021206,             0.00021206
                    905,                0.55744,                0.40786,                  1.038,                 0.9971,                      1,                  0.995,                0.93082,                0.31175,                 0.2717,                0.87316,             0.00021008,             0.00021008,             0.00021008
                    906,                0.59842,                0.41189,                 1.0198,                0.99746,                      1,                  0.995,                0.93151,                0.31015,                0.26984,                 0.8732,              0.0002081,              0.0002081,              0.0002081
                    907,                0.50073,                0.38921,                 1.0245,                0.99796,                      1,                  0.995,                0.93464,                0.31085,                0.27145,                0.87407,             0.00020612,             0.00020612,             0.00020612
                    908,                0.54378,                0.37986,                 1.0287,                0.99808,                      1,                  0.995,                0.93221,                0.30904,                0.27321,                 0.8756,             0.00020414,             0.00020414,             0.00020414
                    909,                0.56636,                0.40729,                0.98519,                0.99808,                      1,                  0.995,                0.93221,                0.30904,                0.27321,                 0.8756,             0.00020216,             0.00020216,             0.00020216
                    910,                0.51652,                0.36856,                0.99134,                 0.9979,                      1,                  0.995,                0.93685,                0.30708,                0.27041,                0.87678,             0.00020018,             0.00020018,             0.00020018
                    911,                0.50216,                0.38715,                 1.0435,                0.99775,                      1,                  0.995,                0.93367,                 0.3083,                0.26798,                0.87721,              0.0001982,              0.0001982,              0.0001982
                    912,                0.57588,                0.39436,                0.97011,                0.99739,                      1,                  0.995,                0.93612,                0.31215,                0.26527,                0.87682,             0.00019622,             0.00019622,             0.00019622
                    913,                0.51284,                0.39707,                 1.0031,                0.99739,                      1,                  0.995,                0.93612,                0.31215,                0.26527,                0.87682,             0.00019424,             0.00019424,             0.00019424
                    914,                 0.5653,                0.37822,                 1.0412,                0.99704,                      1,                  0.995,                0.93805,                0.31665,                0.26214,                0.87625,             0.00019226,             0.00019226,             0.00019226
                    915,                0.52546,                0.38431,                 1.0289,                 0.9969,                      1,                  0.995,                0.94215,                 0.3188,                0.26002,                0.87503,             0.00019028,             0.00019028,             0.00019028
                    916,                0.50327,                0.37053,                0.99051,                0.99701,                      1,                  0.995,                0.93917,                0.31603,                0.25851,                0.87384,              0.0001883,              0.0001883,              0.0001883
                    917,                0.44841,                0.34068,                  1.003,                0.99701,                      1,                  0.995,                0.93917,                0.31603,                0.25851,                0.87384,             0.00018632,             0.00018632,             0.00018632
                    918,                0.54787,                0.38209,                 1.0177,                0.99706,                      1,                  0.995,                0.93594,                0.31572,                0.25564,                0.87457,             0.00018434,             0.00018434,             0.00018434
                    919,                0.50556,                0.36399,                0.96903,                0.99742,                      1,                  0.995,                0.93616,                 0.3142,                0.25414,                0.87517,             0.00018236,             0.00018236,             0.00018236
                    920,                0.48385,                 0.3504,                 0.9883,                0.99762,                      1,                  0.995,                 0.9431,                0.31308,                0.25676,                 0.8765,             0.00018038,             0.00018038,             0.00018038
